December 2018:  Regularly Scheduled Flights Canceled 5% or More  ,,,,
,,,,
,,,,
Row Number,,,Origin,Destination
2204,,,SJC,BUR
2205,,,BUR,SMF
2206,,,BUR,OAK
2207,,,MDW,STL
2208,,,CLE,BWI
2209,,,CMH,ATL
2210,,,CMH,BWI
2211,,,LAX,ELP
2212,,,DAL,LBB
2213,,,RDU,MCO
2214,,,IND,MDW
2215,,,SNA,PHX
2216,,,SAN,BNA
2217,,,LAX,SJC
2218,,,MCI,MDW
2219,,,ATL,MCO
2220,,,TPA,FLL
2221,,,SNA,OAK
2222,,,MDW,MCI
2223,,,LGA,MDW
2224,,,SAN,SMF
2225,,,MDW,PIT
2226,,,BNA,LAX
2227,,,SJC,LAS
2228,,,BWI,MDW
2229,,,MCO,CMH
2230,,,OAK,BUR
2231,,,LAX,SJC
2232,,,MDW,DCA
2233,,,SJC,LAX
2234,,,OAK,SNA
2235,,,STL,CMH
2236,,,PDX,SJC
2237,,,SAT,DAL
2238,,,LAS,PHX
2239,,,BUR,SMF
2240,,,LAS,BUR
2241,,,OAK,BUR
2242,,,RDU,DEN
2243,,,RDU,FLL
2244,,,SEA,SMF
2245,,,BUR,PHX
2246,,,SAN,PHX
2247,,,MDW,BNA
2248,,,BUR,PDX
2249,,,MDW,SFO
2250,,,ONT,SMF
2251,,,PHX,SMF
2252,,,OAK,LAX
2253,,,MDW,STL
2254,,,LAX,SMF
2255,,,PHX,SFO
2256,,,MDW,GRR
2257,,,MDW,HOU
2258,,,LAS,MDW
2259,,,LAX,SJC
2260,,,PHX,LAX
2261,,,LAX,SLC
2262,,,LAS,LAX
2263,,,BUR,OAK
2264,,,OAK,SNA
2265,,,SNA,SMF
2266,,,DEN,LAX
2267,,,LAX,SJC
2268,,,MDW,DAL
2269,,,MCO,BWI
2270,,,ELP,LAX
2271,,,DAL,AUS
2272,,,DCA,MDW
2273,,,MCI,MDW
2274,,,BUR,PHX
2275,,,PHX,SJC
2276,,,BUR,DEN
2277,,,LAS,BUR
2278,,,LGB,LAS
2279,,,LAX,SMF
2280,,,DAL,MDW
2281,,,BWI,BOS
2282,,,PDX,LAX
2283,,,LAX,MDW
2284,,,ICT,DFW
2285,,,DFW,ICT
2286,,,DFW,MAF
2287,,,DFW,OMA
2288,,,LBB,DFW
2289,,,MEM,IAH
2290,,,ELP,DFW
2291,,,DFW,DRO
2292,,,OMA,DFW
2293,,,RIC,LGA
2294,,,RDU,DCA
2295,,,RDU,EWR
2296,,,LGA,RIC
2297,,,AUS,DEN
2298,,,BNA,PHL
2299,,,EWR,PWM
2300,,,DCA,RDU
2301,,,RIC,LGA
2302,,,ORD,BIS
2303,,,ROA,ORD
2304,,,BIS,ORD
2305,,,CWA,ORD
2306,,,DCA,DFW
2307,,,DFW,FLL
2308,,,DFW,DCA
2309,,,DCA,DFW
2310,,,DEN,SAF
2311,,,SBN,ORD
2312,,,MLU,DFW
2313,,,ORD,SBN
2314,,,FSD,ORD
2315,,,DFW,LCH
2316,,,LCH,DFW
2317,,,GSO,ORD
2318,,,DCA,GSO
2319,,,CLT,PNS
2320,,,CLT,EWN
2321,,,MOB,CLT
2322,,,GSP,DCA
2323,,,ATL,CLT
2324,,,CLT,PIA
2325,,,PHL,PHF
2326,,,CLT,PGV
2327,,,PHF,PHL
2328,,,CLT,FLO
2329,,,IAH,CLT
2330,,,PIT,EWR
2331,,,ORD,GSO
2332,,,RDU,IND
2333,,,RDU,PHL
2334,,,RDU,PHL
2335,,,PHL,RDU
2336,,,IND,RDU
2337,,,IAH,DFW
2338,,,MIA,DFW
2339,,,STL,DFW
2340,,,DFW,PHL
2341,,,LAX,EGE
2342,,,DFW,EGE
2343,,,EGE,DFW
2344,,,PHX,BOI
2345,,,DFW,PHL
2346,,,PHL,DFW
2347,,,DFW,PHX
2348,,,JAX,DFW
2349,,,LAX,DFW
2350,,,CLT,ATL
2351,,,GUC,DFW
2352,,,MCO,DFW
2353,,,DFW,GEG
2354,,,GEG,DFW
2355,,,GUC,DFW
2356,,,AUS,PHX
2357,,,SEA,DFW
2358,,,DFW,BUF
2359,,,DFW,CLT
2360,,,PHX,CLT
2361,,,PHX,ORD
2362,,,PHX,HNL
2363,,,CLT,PIT
2364,,,SAN,CLT
2365,,,PHX,DFW
2366,,,DFW,FLL
2367,,,ORD,LAX
2368,,,SEA,CLT
2369,,,DFW,CAE
2370,,,CAE,DFW
2371,,,DFW,ABQ
2372,,,MIA,BWI
2373,,,BWI,MIA
2374,,,EGE,LAX
2375,,,OGG,LAX
2376,,,HNL,PHX
2377,,,DFW,CLT
2378,,,PIT,DFW
2379,,,DEN,DFW
2380,,,DFW,ATL
2381,,,DFW,PHL
2382,,,CLT,DEN
2383,,,CLT,SAT
2384,,,SAT,CLT
2385,,,CLT,DFW
2386,,,CLT,DFW
2387,,,TUS,DFW
2388,,,IAH,CLT
2389,,,LGA,DFW
2390,,,FLL,DFW
2391,,,SNA,DFW
2392,,,ATL,MIA
2393,,,DFW,LGA
2394,,,DFW,TUS
2395,,,DFW,RNO
2396,,,FLL,DFW
2397,,,LAX,DFW
2398,,,SAN,ORD
2399,,,STL,DFW
2400,,,ORD,CLT
2401,,,CLT,JAX
2402,,,JAX,CLT
2403,,,DFW,SEA
2404,,,DFW,LAX
2405,,,SFO,CLT
2406,,,SFO,DFW
2407,,,OKC,DFW
2408,,,BOS,MIA
2409,,,LAX,SAT
2410,,,SAT,LAX
2411,,,RIC,CLT
2412,,,CLE,DFW
2413,,,CHS,CLT
2414,,,CLT,ORD
2415,,,CLT,DFW
2416,,,DFW,DEN
2417,,,DEN,DFW
2418,,,MDT,CLT
2419,,,DFW,PHX
2420,,,DFW,CAE
2421,,,CAE,DFW
2422,,,DFW,DSM
2423,,,DSM,DFW
2424,,,EGE,ORD
2425,,,DFW,DEN
2426,,,DEN,DFW
2427,,,SAN,DFW
2428,,,MIA,DFW
2429,,,MIA,PVD
2430,,,MSY,DFW
2431,,,TUS,DFW
2432,,,DFW,PHL
2433,,,MIA,EGE
2434,,,DFW,PHX
2435,,,DTW,DFW
2436,,,DFW,JAX
2437,,,PBI,DFW
2438,,,DFW,FLL
2439,,,DFW,SLC
2440,,,DFW,FAT
2441,,,FAT,DFW
2442,,,ORD,SLC
2443,,,ORD,EGE
2444,,,ICT,DFW
2445,,,DFW,MCO
2446,,,MCO,DFW
2447,,,MIA,BOS
2448,,,LAX,DFW
2449,,,VPS,DFW
2450,,,DFW,VPS
2451,,,VPS,DFW
2452,,,DFW,MEM
2453,,,DFW,IAH
2454,,,LAS,CLT
2455,,,DFW,PDX
2456,,,DFW,EGE
2457,,,SNA,SEA
2458,,,LAX,SFO
2459,,,JNU,ANC
2460,,,KTN,JNU
2461,,,PDX,LAX
2462,,,MOT,DEN
2463,,,IND,ORD
2464,,,HDN,DEN
2465,,,MSN,DEN
2466,,,RAP,DEN
2467,,,DEN,ISN
2468,,,ORD,IND
2469,,,DEN,HDN
2470,,,DEN,MOT
2471,,,LNK,DEN
2472,,,HSV,DEN
2473,,,FSD,DEN
2474,,,EWR,ALB
2475,,,GSO,EWR
2476,,,EWR,MEM
2477,,,EWR,ORF
2478,,,RIC,IAD
2479,,,SYR,EWR
2480,,,CHO,IAD
2481,,,ECP,DFW
2482,,,MOB,IAH
2483,,,ORD,CLE
2484,,,IAH,MCI
2485,,,IAD,ROC
2486,,,IAH,BHM
2487,,,ORD,MEM
2488,,,CLE,ORD
2489,,,EWR,BTV
2490,,,GSP,ORD
2491,,,EWR,RIC
2492,,,IAH,CRP
2493,,,MKE,EWR
2494,,,ORD,ALB
2495,,,CAK,EWR
2496,,,BHM,IAH
2497,,,ROC,IAD
2498,,,MEM,ORD
2499,,,IAH,VPS
2500,,,IAH,HSV
2501,,,MCI,IAH
2502,,,RIC,EWR
2503,,,IAD,RIC
2504,,,IAH,LIT
2505,,,LIT,IAH
2506,,,RIC,ORD
2507,,,IAH,SAV
2508,,,IAH,BHM
2509,,,IAH,LIT
2510,,,ORD,OKC
2511,,,IAH,TUL
2512,,,EWR,BUF
2513,,,ALB,ORD
2514,,,SBN,CLT
2515,,,CLT,ECP
2516,,,LAX,DEN
2517,,,TTN,JAX
2518,,,JAX,TTN
2519,,,TTN,CLT
2520,,,PBI,PHL
2521,,,PHL,PBI
2522,,,TPA,CLT
2523,,,TPA,SYR
2524,,,CLT,TTN
2525,,,SJU,RDU
2526,,,ABQ,MCO
2527,,,ATL,LAX
2528,,,AUS,SLC
2529,,,MCO,ABQ
2530,,,ISP,MCO
2531,,,SYR,TPA
2532,,,CLT,TPA
2533,,,AZA,RAP
2534,,,RAP,AZA
2535,,,RDU,EWR
2536,,,ORD,CLT
2537,,,CMH,DTW
2538,,,EWR,RDU
2539,,,CLT,ORD
2540,,,DRT,DFW
2541,,,DFW,GRK
2542,,,DFW,DRT
2543,,,ABI,DFW
2544,,,LGA,GSO
2545,,,GJT,DFW
2546,,,DTW,LGA
2547,,,ORD,FAR
2548,,,FAR,ORD
2549,,,MFE,DFW
2550,,,SGF,DFW
2551,,,CMI,ORD
2552,,,DFW,GRK
2553,,,GRK,DFW
2554,,,ORD,FSD
2555,,,CLT,SGF
2556,,,GSP,ORD
2557,,,CLT,GSO
2558,,,GSO,CLT
2559,,,ORF,MIA
2560,,,DFW,MAF
2561,,,MAF,DFW
2562,,,EVV,ORD
2563,,,DFW,MFE
2564,,,DFW,FAR
2565,,,RDU,LGA
2566,,,SHV,DFW
2567,,,CLL,DFW
2568,,,FSM,DFW
2569,,,MIA,ORF
2570,,,GJT,DFW
2571,,,XNA,DFW
2572,,,DFW,ATL
2573,,,ATL,BOS
2574,,,DTW,CLT
2575,,,STL,CLT
2576,,,PIT,CLT
2577,,,AGS,CLT
2578,,,GRR,DCA
2579,,,DAY,CLT
2580,,,PHL,ART
2581,,,STL,ORD
2582,,,PHL,HVN
2583,,,AVL,CLT
2584,,,DCA,GRR
2585,,,CLT,IAD
2586,,,CLT,FAY
2587,,,HPN,DCA
2588,,,IND,CLT
2589,,,CLT,IND
2590,,,CLT,OAJ
2591,,,STL,CLT
2592,,,CLT,STL
2593,,,CLT,PIT
2594,,,ASE,LAX
2595,,,ORD,HDN
2596,,,DFW,LRD
2597,,,DFW,ASE
2598,,,LRD,DFW
2599,,,ASE,ORD
2600,,,DFW,MHK
2601,,,DFW,CRP
2602,,,LAX,MFR
2603,,,LAX,ASE
2604,,,DEN,SUN
2605,,,ASE,LAX
2606,,,DFW,JLN
2607,,,CLT,FWA
2608,,,JLN,DFW
2609,,,ASE,DEN
2610,,,JAC,SFO
2611,,,SFO,JAC
2612,,,ASE,SFO
2613,,,ASE,ORD
2614,,,DEN,RIC
2615,,,LAX,SUN
2616,,,SFO,RDD
2617,,,DEN,ASE
2618,,,ORD,DCA
2619,,,ASE,SFO
2620,,,DEN,ASE
2621,,,SFO,SBA
2622,,,LAX,MFR
2623,,,RAP,DEN
2624,,,DEN,ASE
2625,,,SFO,RDM
2626,,,IAH,ASE
2627,,,SFO,EGE
2628,,,ASE,DEN
2629,,,PHL,ORH
2630,,,ORH,PHL
2631,,,PHL,BTV
2632,,,CAE,CLT
2633,,,CLT,CAE
2634,,,PHL,CHS
2635,,,CHS,PHL
2636,,,CLT,ROA
2637,,,EWN,CLT
2638,,,CLT,PGV
2639,,,PHL,SCE
2640,,,CLT,PHF
2641,,,LYH,CLT
2642,,,CLT,PHF
2643,,,PGV,CLT
2644,,,ROA,CLT
2645,,,PHL,PWM
2646,,,PWM,PHL
2647,,,PHL,PVD
2648,,,PVD,PHL
2649,,,PHL,BGR
2650,,,CLT,LYH
2651,,,LYH,CLT
2652,,,CLT,PHF
2653,,,RIC,PHL
2654,,,SEA,ONT
2655,,,PSP,SEA
2656,,,PSC,SEA
2657,,,EGE,EWR
2658,,,MTJ,EWR
2659,,,MIA,IAH
2660,,,IAD,ORF
2661,,,ORF,IAD
2662,,,IAH,MIA
2663,,,TUS,IAH
2664,,,EGE,IAD
2665,,,LBB,DAL
2666,,,CVG,MDW
2667,,,MDW,MSP
2668,,,CLT,BNA
2669,,,CMH,MDW
2670,,,SFO,STL
2671,,,SFO,PHX
2672,,,SLC,DEN
2673,,,RDU,TPA
2674,,,DEN,DAL
2675,,,SAN,OAK
2676,,,RDU,BWI
2677,,,SFO,SAN
2678,,,SMF,PHX
2679,,,SMF,SNA
2680,,,RDU,MDW
2681,,,MDW,LAS
2682,,,PHX,SFO
2683,,,SJC,LAX
2684,,,CMH,MDW
2685,,,HOU,DAL
2686,,,SMF,LAX
2687,,,LBB,DAL
2688,,,MDW,CVG
2689,,,RDU,PHX
2690,,,TPA,BWI
2691,,,SFO,DAL
2692,,,MDW,EWR
2693,,,BWI,BDL
2694,,,SJC,BWI
2695,,,SJC,PDX
2696,,,BOS,MDW
2697,,,LAS,BUR
2698,,,LAX,OAK
2699,,,BUR,HOU
2700,,,SJC,LAX
2701,,,BUR,OAK
2702,,,BWI,TPA
2703,,,OAK,LAX
2704,,,MDW,MCI
2705,,,MDW,GRR
2706,,,LAX,PHX
2707,,,SJC,LAX
2708,,,SEA,OAK
2709,,,PHX,LAX
2710,,,LBB,DEN
2711,,,BWI,MCO
2712,,,LAX,PHX
2713,,,BOS,BWI
2714,,,GRR,MDW
2715,,,MDW,BOS
2716,,,MDW,BWI
2717,,,PIT,MDW
2718,,,MDW,MCO
2719,,,RDU,BNA
2720,,,PIT,MDW
2721,,,MSP,MDW
2722,,,TUS,LAS
2723,,,HOU,MDW
2724,,,MDW,PHL
2725,,,IAH,LIT
2726,,,IAH,MEM
2727,,,TUS,IAH
2728,,,TUL,IAH
2729,,,MFE,IAH
2730,,,IAH,CLE
2731,,,IAH,TUL
2732,,,DFW,BHM
2733,,,BHM,DFW
2734,,,DFW,OKC
2735,,,OKC,DFW
2736,,,MFE,DFW
2737,,,ELP,DFW
2738,,,DFW,OKC
2739,,,OKC,DFW
2740,,,HSV,DFW
2741,,,DFW,LBB
2742,,,DFW,JAN
2743,,,JAN,DFW
2744,,,DFW,MEM
2745,,,MEM,DFW
2746,,,DFW,HOU
2747,,,DFW,LFT
2748,,,COS,DFW
2749,,,DFW,MOB
2750,,,DFW,ILM
2751,,,ILM,DFW
2752,,,DFW,OKC
2753,,,IAH,DSM
2754,,,CLT,SDF
2755,,,IAH,DCA
2756,,,DSM,IAH
2757,,,PIT,ORD
2758,,,CLT,CMH
2759,,,FAR,ORD
2760,,,IAD,ROA
2761,,,MCO,DFW
2762,,,DFW,SAN
2763,,,DFW,SAT
2764,,,DFW,SAN
2765,,,MHT,EWR
2766,,,EWR,ELM
2767,,,IAH,MFE
2768,,,IAH,BHM
2769,,,LGA,ILM
2770,,,DTW,MCO
2771,,,MCO,DTW
2772,,,CLT,STL
2773,,,CLT,CHA
2774,,,GSP,CLT
2775,,,CLT,CLE
2776,,,CLT,LIT
2777,,,GSP,PHL
2778,,,SFO,STL
2779,,,MKE,PHL
2780,,,PHL,MDT
2781,,,GSO,IAD
2782,,,MCO,CLT
2783,,,MCO,DCA
2784,,,MIA,ATL
2785,,,CLT,MSY
2786,,,DFW,MCO
2787,,,ONT,DFW
2788,,,CLT,BUF
2789,,,CLT,JAX
2790,,,CLT,DEN
2791,,,DFW,STL
2792,,,CLT,BNA
2793,,,PHL,MIA
2794,,,CLT,DFW
2795,,,DTW,CLT
2796,,,DFW,PIT
2797,,,ORD,DFW
2798,,,SEA,SFO
2799,,,GSO,ORD
2800,,,DEN,FAR
2801,,,DEN,FAR
2802,,,IAD,ALB
2803,,,IAD,MDT
2804,,,EWR,SYR
2805,,,STL,IAH
2806,,,GRR,IAH
2807,,,ORD,ICT
2808,,,RIC,IAD
2809,,,CLE,DCA
2810,,,LFT,IAH
2811,,,LGA,CLE
2812,,,TUL,IAH
2813,,,EWR,GSP
2814,,,TYS,ORD
2815,,,ORD,CLT
2816,,,ORD,CMI
2817,,,ORD,EVV
2818,,,ORD,AZO
2819,,,RIC,ORD
2820,,,CHO,LGA
2821,,,FAR,DFW
2822,,,ILM,LGA
2823,,,LGA,CHO
2824,,,ORD,GRR
2825,,,LIT,CLT
2826,,,CLT,MOB
2827,,,MOB,CLT
2828,,,CLT,DTW
2829,,,CLT,EWN
2830,,,CLT,CHS
2831,,,CLT,CHA
2832,,,MYR,CLT
2833,,,CLT,SRQ
2834,,,CLT,MYR
2835,,,CHA,CLT
2836,,,CRW,CLT
2837,,,CRW,CLT
2838,,,CLT,ABE
2839,,,GNV,CLT
2840,,,CLT,CHO
2841,,,CLT,LEX
2842,,,LEX,CLT
2843,,,CLT,DAB
2844,,,DAY,CLT
2845,,,CLE,CLT
2846,,,CLT,CLE
2847,,,EWN,CLT
2848,,,CLT,LIT
2849,,,CLT,CHA
2850,,,CLT,HPN
2851,,,HPN,CLT
2852,,,IAH,ASE
2853,,,SBP,SFO
2854,,,SBA,SFO
2855,,,SFO,MSP
2856,,,ORD,TYS
2857,,,IAH,BRO
2858,,,SFO,ABQ
2859,,,BFL,SFO
2860,,,CLT,TYS
2861,,,FLO,CLT
2862,,,CLT,LYH
2863,,,TYS,CLT
2864,,,MDT,PHL
2865,,,CLT,CHO
2866,,,CLT,FLO
2867,,,CAE,PHL
2868,,,BUR,LAS
2869,,,SFO,BUR
2870,,,DAL,HOU
2871,,,DAL,HOU
2872,,,HOU,DAL
2873,,,DEN,BUR
2874,,,BWI,PVD
2875,,,SJC,SNA
2876,,,SNA,OAK
2877,,,GSP,ATL
2878,,,BUR,OAK
2879,,,OAK,BUR
2880,,,LAS,MDW
2881,,,BWI,RDU
2882,,,OAK,LAS
2883,,,SMF,BUR
2884,,,OAK,SAN
2885,,,SAN,SJC
2886,,,PVD,BWI
2887,,,LAX,PDX
2888,,,BUR,SJC
2889,,,LAX,OAK
2890,,,CLT,MDW
2891,,,MEM,BWI
2892,,,ISP,BWI
2893,,,SJC,LAX
2894,,,BUR,SFO
2895,,,MCO,ATL
2896,,,DAL,SJC
2897,,,RIC,ATL
2898,,,LAS,SJC
2899,,,SFO,SAN
2900,,,SFO,SAN
2901,,,SJC,SAN
2902,,,BUR,SJC
2903,,,ABQ,HOU
2904,,,MDW,ABQ
2905,,,RDU,MCO
2906,,,BUR,SMF
2907,,,LAX,MDW
2908,,,SMF,LAX
2909,,,MCO,RDU
2910,,,BUR,LAS
2911,,,SJC,ONT
2912,,,SMF,LAX
2913,,,PHX,SAN
2914,,,SAN,PHX
2915,,,RDU,ATL
2916,,,CLT,BWI
2917,,,DEN,PIT
2918,,,SNA,OAK
2919,,,DFW,SDF
2920,,,SDF,DFW
2921,,,LFT,IAH
2922,,,EWR,DCA
2923,,,CLT,CMH
2924,,,EWR,RDU
2925,,,RDU,EWR
2926,,,CLT,PVD
2927,,,DFW,MSP
2928,,,PHX,SJC
2929,,,CLT,BWI
2930,,,DFW,LGA
2931,,,CMH,DFW
2932,,,ORD,DFW
2933,,,CLT,BNA
2934,,,ATL,CLT
2935,,,IAH,DFW
2936,,,ORD,JAN
2937,,,ECP,DFW
2938,,,JAN,ORD
2939,,,RIC,ORD
2940,,,ORD,AZO
2941,,,ORD,MSN
2942,,,CLT,CHO
2943,,,CLT,CAK
2944,,,ORD,DAY
2945,,,CLT,OMA
2946,,,CLT,GSP
2947,,,PHL,HVN
2948,,,CLT,AVL
2949,,,MHT,CLT
2950,,,CLT,SDF
2951,,,CHS,CLT
2952,,,ILM,CLT
2953,,,SFO,SNA
2954,,,PHX,FLG
2955,,,FLG,PHX
2956,,,LEX,PHL
2957,,,BWI,PHL
2958,,,SYR,PHL
2959,,,PHL,ABE
2960,,,ALB,PHL
2961,,,PHL,BWI
2962,,,DFW,TYS
2963,,,JAN,DFW
2964,,,ABQ,PHX
2965,,,DFW,DRO
2966,,,BUR,PHX
2967,,,IAH,AUS
2968,,,IAH,CLT
2969,,,PHX,LBB
2970,,,PHX,BUR
2971,,,OKC,PHL
2972,,,CMH,CLT
2973,,,IAD,GSO
2974,,,SAT,DFW
2975,,,CLT,SAN
2976,,,CLT,LAS
2977,,,CLT,RIC
2978,,,RIC,CLT
2979,,,MSP,CLT
2980,,,CLT,MSP
2981,,,CLT,RDU
2982,,,CLT,MEM
2983,,,MEM,CLT
2984,,,BOS,DCA
2985,,,BOS,LGA
2986,,,LGA,BOS
2987,,,DCA,BOS
2988,,,LGA,BOS
2989,,,IAH,CLT
2990,,,CLT,IAH
2991,,,ELP,DFW
2992,,,CLT,ILM
2993,,,DEN,CLT
2994,,,PHL,DFW
2995,,,CLT,STL
2996,,,CLT,PVD
2997,,,PVD,CLT
2998,,,CLT,MYR
2999,,,MYR,CLT
3000,,,CLT,DCA
3001,,,RDU,CLT
3002,,,CLT,CHS
3003,,,CHS,CLT
3004,,,BUF,CLT
3005,,,IAH,CLT
3006,,,MDT,CLT
3007,,,CLT,DTW
3008,,,CMH,DFW
3009,,,BWI,CLT
3010,,,FLL,CLT
3011,,,CLT,ORF
3012,,,DTW,CLT
3013,,,CLT,DTW
3014,,,SAT,CLT
3015,,,BOS,LGA
3016,,,LGA,BOS
3017,,,JAX,DFW
3018,,,DEN,MIA
3019,,,SFO,LAX
3020,,,BNA,SFO
3021,,,ANC,OME
3022,,,CDV,ANC
3023,,,PSG,WRG
3024,,,OME,ANC
3025,,,GSP,ORD
3026,,,STL,DCA
3027,,,ORD,RIC
3028,,,ORD,GSP
3029,,,BOS,RDU
3030,,,RDU,BOS
3031,,,RIC,BOS
3032,,,GRR,EWR
3033,,,EWR,GSO
3034,,,EWR,STL
3035,,,MEM,EWR
3036,,,EWR,ALB
3037,,,IAD,GRR
3038,,,GSO,ORD
3039,,,TUL,IAH
3040,,,BHM,IAH
3041,,,DCA,CLE
3042,,,IAH,LFT
3043,,,IAH,LCH
3044,,,ICT,ORD
3045,,,BUF,EWR
3046,,,DCA,EWR
3047,,,IAH,LFT
3048,,,IAH,MOB
3049,,,LIT,IAH
3050,,,LIT,IAH
3051,,,IAH,GRR
3052,,,EWR,BUF
3053,,,ORF,EWR
3054,,,EWR,DCA
3055,,,IAD,IND
3056,,,BTR,IAH
3057,,,EWR,GSO
3058,,,AVL,SFB
3059,,,SFB,AVL
3060,,,RDU,BOS
3061,,,CLT,ORD
3062,,,TPA,RDU
3063,,,RDU,TPA
3064,,,LGA,ILM
3065,,,LGA,PIT
3066,,,RDU,LGA
3067,,,FAR,DFW
3068,,,FNT,ORD
3069,,,XNA,DFW
3070,,,ROW,DFW
3071,,,MSN,ORD
3072,,,DFW,ABI
3073,,,PIT,BOS
3074,,,PHL,LGA
3075,,,GSO,CLT
3076,,,ALB,ORD
3077,,,CLT,SGF
3078,,,CLT,SGF
3079,,,LGA,PIT
3080,,,LGA,SDF
3081,,,SDF,LGA
3082,,,CAK,ORD
3083,,,BOS,PIT
3084,,,BMI,ORD
3085,,,LGA,PHL
3086,,,GSP,ORD
3087,,,ORD,GSP
3088,,,FLL,AVL
3089,,,MCO,GSO
3090,,,GSO,MCO
3091,,,AVL,MCO
3092,,,BNA,DCA
3093,,,DCA,SYR
3094,,,SYR,DCA
3095,,,CLT,SRQ
3096,,,ROC,DCA
3097,,,CLT,IAD
3098,,,CLT,GPT
3099,,,RDU,DCA
3100,,,CVG,CLT
3101,,,CLT,CVG
3102,,,SAV,CLT
3103,,,DCA,GSP
3104,,,GSP,DCA
3105,,,DCA,ROC
3106,,,ROC,DCA
3107,,,CLT,BTV
3108,,,CLT,TLH
3109,,,SDF,CLT
3110,,,CLT,BHM
3111,,,OKC,CLT
3112,,,CLT,ORF
3113,,,CLT,CAK
3114,,,CLT,CAE
3115,,,TOL,CLT
3116,,,LEX,CLT
3117,,,ILM,CLT
3118,,,CLT,JAN
3119,,,JAN,CLT
3120,,,CLT,GNV
3121,,,RDU,DCA
3122,,,CLT,OKC
3123,,,CLT,IAD
3124,,,CHA,CLT
3125,,,ORD,BDL
3126,,,BDL,ORD
3127,,,PHL,ORF
3128,,,ORF,PHL
3129,,,LIT,CLT
3130,,,CLE,CLT
3131,,,CLT,TOL
3132,,,CLT,GSP
3133,,,BHM,CLT
3134,,,CLT,ILM
3135,,,CLT,CAE
3136,,,CLT,AVL
3137,,,AVL,CLT
3138,,,CLT,SAV
3139,,,FAY,CLT
3140,,,CLT,FAY
3141,,,SHV,CLT
3142,,,TLH,CLT
3143,,,CLT,OAJ
3144,,,FAY,CLT
3145,,,IAD,CLT
3146,,,CLT,XNA
3147,,,MOB,CLT
3148,,,XNA,CLT
3149,,,CLT,SHV
3150,,,CLT,DSM
3151,,,MKE,CLT
3152,,,CLT,CID
3153,,,CLT,MKE
3154,,,DCA,HPN
3155,,,HPN,DCA
3156,,,CLT,PNS
3157,,,PNS,CLT
3158,,,FSD,ORD
3159,,,ORD,RST
3160,,,RST,ORD
3161,,,LAW,DFW
3162,,,SDF,ORD
3163,,,TYS,CLT
3164,,,DFW,LAW
3165,,,ORD,FSD
3166,,,RIC,LGA
3167,,,MKG,ORD
3168,,,ORD,MBS
3169,,,MBS,ORD
3170,,,RIC,DEN
3171,,,SFO,ONT
3172,,,LAX,SFO
3173,,,PSP,SFO
3174,,,GSO,LGA
3175,,,SFO,BUR
3176,,,LAX,SFO
3177,,,IAH,GSP
3178,,,PHX,SFO
3179,,,SFO,SMF
3180,,,SFO,RDD
3181,,,GRR,ORD
3182,,,BUR,SFO
3183,,,SGF,IAH
3184,,,SFO,RDD
3185,,,GSP,IAH
3186,,,PHL,CAE
3187,,,BWI,PHL
3188,,,PHF,PHL
3189,,,PHL,MDT
3190,,,PHL,ALB
3191,,,ALB,PHL
3192,,,PHL,PHF
3193,,,PHL,ALB
3194,,,CLT,GSO
3195,,,GSO,CLT
3196,,,PHL,ROA
3197,,,CLT,ROA
3198,,,CLT,AGS
3199,,,AGS,CLT
3200,,,CLT,CHA
3201,,,CHA,CLT
3202,,,PHF,CLT
3203,,,PHL,DTW
3204,,,DTW,PHL
3205,,,SWF,PHL
3206,,,PHL,IPT
3207,,,SEA,EAT
3208,,,PDX,EUG
3209,,,DCA,ORD
3210,,,LAS,BUR
3211,,,HOU,DAL
3212,,,DEN,LAS
3213,,,SFO,LAX
3214,,,BUR,LAS
3215,,,RDU,TPA
3216,,,MDW,EWR
3217,,,DAL,HOU
3218,,,LAX,SFO
3219,,,RDU,BWI
3220,,,GSP,IAD
3221,,,AMA,DFW
3222,,,ICT,DFW
3223,,,TYS,DFW
3224,,,DFW,AMA
3225,,,IAH,CVG
3226,,,LBB,PHX
3227,,,HRL,IAH
3228,,,IAH,DFW
3229,,,CLT,IAH
3230,,,LIT,IAH
3231,,,JAN,DFW
3232,,,CLE,EWR
3233,,,DTW,EWR
3234,,,EWR,GRR
3235,,,DEN,CLT
3236,,,DCA,LGA
3237,,,CMH,CLT
3238,,,CLT,IND
3239,,,SDF,CLT
3240,,,LGA,RDU
3241,,,RDU,LGA
3242,,,XNA,EWR
3243,,,LGA,RIC
3244,,,CMH,CLT
3245,,,CMH,CLT
3246,,,CLT,CMH
3247,,,DCA,SDF
3248,,,CLT,IND
3249,,,RIC,BOS
3250,,,IAD,GSO
3251,,,MSY,DFW
3252,,,DFW,SAV
3253,,,CLT,PHX
3254,,,MCO,CLT
3255,,,DCA,ORD
3256,,,ATL,PHX
3257,,,CLT,DFW
3258,,,DFW,PHX
3259,,,PVD,CLT
3260,,,PBI,CLT
3261,,,DFW,CMH
3262,,,DFW,ATL
3263,,,SAV,DFW
3264,,,DFW,MSY
3265,,,DFW,LGA
3266,,,DFW,DCA
3267,,,PHX,HNL
3268,,,MSY,DFW
3269,,,DTW,DFW
3270,,,DFW,RDU
3271,,,DFW,SFO
3272,,,CLT,DEN
3273,,,ORD,DCA
3274,,,EWR,CLT
3275,,,DFW,SFO
3276,,,DFW,TUL
3277,,,CLT,EWR
